Year,State,Income Level,Percent of Total,Number of Households
2010,Oklahoma,"Less than $10,000",8.70%,"123,659"
2010,Oregon,"$10,000 to $14,999",5.64%,"84,558"
2010,Oregon,"$15,000 to $19,999",5.58%,"83,732"
2010,Oregon,"$20,000 to $24,999",5.83%,"87,473"
2010,Oregon,"$25,000 to $29,999",5.62%,"84,312"
2010,Oregon,"$30,000 to $34,999",5.74%,"86,073"
2010,Oregon,"$35,000 to $39,999",5.24%,"78,560"
2010,Oregon,"$40,000 to $44,999",5.20%,"77,887"
2010,Oregon,"$45,000 to $49,999",4.66%,"69,836"
2010,Oregon,"$50,000 to $59,999",8.78%,"131,572"
2010,Oregon,"$60,000 to $74,999",10.75%,"161,140"
2010,Oregon,"$75,000 to $99,999",12.26%,"183,783"
2010,Oregon,"$100,000 to $124,999",7.31%,"109,532"
2010,Oregon,"$125,000 to $149,999",3.89%,"58,396"
2010,Oregon,"$150,000 to $199,999",3.37%,"50,480"
2010,Oregon,"$200,000 or more",2.98%,"44,744"
2010,Oregon,"Less than $10,000",7.15%,"107,189"
2010,Pennsylvania,"$10,000 to $14,999",5.86%,"289,547"
2010,Pennsylvania,"$15,000 to $19,999",5.69%,"281,294"
2010,Pennsylvania,"$20,000 to $24,999",5.63%,"278,131"
2010,Pennsylvania,"$25,000 to $29,999",5.43%,"268,082"
2010,Pennsylvania,"$30,000 to $34,999",5.50%,"271,852"
2010,Pennsylvania,"$35,000 to $39,999",4.93%,"243,386"
2010,Pennsylvania,"$40,000 to $44,999",4.95%,"244,676"
2010,Pennsylvania,"$45,000 to $49,999",4.39%,"217,028"
2010,Pennsylvania,"$50,000 to $59,999",8.47%,"418,665"
2010,Pennsylvania,"$60,000 to $74,999",10.53%,"520,201"
2010,Pennsylvania,"$75,000 to $99,999",12.35%,"610,403"
2010,Pennsylvania,"$100,000 to $124,999",7.57%,"374,231"
2010,Pennsylvania,"$125,000 to $149,999",4.11%,"202,831"
2010,Pennsylvania,"$150,000 to $199,999",3.81%,"188,172"
2010,Pennsylvania,"$200,000 or more",3.52%,"173,752"
2010,Pennsylvania,"Less than $10,000",7.25%,"358,330"
2010,Puerto Rico,"$10,000 to $14,999",12.57%,"154,268"
2010,Puerto Rico,"$15,000 to $19,999",9.78%,"119,963"
2010,Puerto Rico,"$20,000 to $24,999",7.91%,"97,112"
2010,Puerto Rico,"$25,000 to $29,999",6.52%,"80,028"
2010,Puerto Rico,"$30,000 to $34,999",5.73%,"70,356"
2010,Puerto Rico,"$35,000 to $39,999",4.60%,"56,499"
2010,Puerto Rico,"$40,000 to $44,999",3.87%,"47,455"
2010,Puerto Rico,"$45,000 to $49,999",3.07%,"37,684"
2010,Puerto Rico,"$50,000 to $59,999",4.72%,"57,912"
2010,Puerto Rico,"$60,000 to $74,999",4.42%,"54,176"
2010,Puerto Rico,"$75,000 to $99,999",3.34%,"40,946"
2010,Puerto Rico,"$100,000 to $124,999",1.64%,"20,095"
2010,Puerto Rico,"$125,000 to $149,999",0.72%,"8,850"
2010,Puerto Rico,"$150,000 to $199,999",0.63%,"7,723"
2010,Puerto Rico,"$200,000 or more",0.66%,"8,158"
2010,Puerto Rico,"Less than $10,000",29.81%,"365,814"
2010,Rhode Island,"$10,000 to $14,999",5.90%,"24,211"
2010,Rhode Island,"$15,000 to $19,999",5.08%,"20,859"
2010,Rhode Island,"$20,000 to $24,999",5.03%,"20,638"
2010,Rhode Island,"$25,000 to $29,999",4.47%,"18,351"
2010,Rhode Island,"$30,000 to $34,999",4.83%,"19,817"
2010,Rhode Island,"$35,000 to $39,999",4.39%,"18,004"
2010,Rhode Island,"$40,000 to $44,999",4.59%,"18,851"
2010,Rhode Island,"$45,000 to $49,999",3.72%,"15,256"
2010,Rhode Island,"$50,000 to $59,999",7.94%,"32,595"
2010,Rhode Island,"$60,000 to $74,999",9.94%,"40,778"
2010,Rhode Island,"$75,000 to $99,999",13.82%,"56,712"
2010,Rhode Island,"$100,000 to $124,999",8.72%,"35,798"
2010,Rhode Island,"$125,000 to $149,999",5.21%,"21,372"
2010,Rhode Island,"$150,000 to $199,999",4.72%,"19,356"
2010,Rhode Island,"$200,000 or more",3.95%,"16,200"
2010,Rhode Island,"Less than $10,000",7.68%,"31,507"
2010,South Carolina,"$10,000 to $14,999",6.52%,"113,617"
2010,South Carolina,"$15,000 to $19,999",6.35%,"110,653"
2010,South Carolina,"$20,000 to $24,999",6.39%,"111,363"
2010,South Carolina,"$25,000 to $29,999",5.90%,"102,778"
2010,South Carolina,"$30,000 to $34,999",6.06%,"105,581"
2010,South Carolina,"$35,000 to $39,999",5.28%,"91,997"
2010,South Carolina,"$40,000 to $44,999",5.28%,"92,035"
2010,South Carolina,"$45,000 to $49,999",4.58%,"79,852"
2010,South Carolina,"$50,000 to $59,999",8.32%,"144,953"
2010,South Carolina,"$60,000 to $74,999",10.07%,"175,421"
2010,South Carolina,"$75,000 to $99,999",11.36%,"197,940"
2010,South Carolina,"$100,000 to $124,999",6.33%,"110,288"
2010,South Carolina,"$125,000 to $149,999",3.15%,"54,868"
2010,South Carolina,"$150,000 to $199,999",2.74%,"47,663"
2010,South Carolina,"$200,000 or more",2.36%,"41,101"
2010,South Carolina,"Less than $10,000",9.29%,"161,884"
2010,South Dakota,"$10,000 to $14,999",6.10%,"19,244"
2010,South Dakota,"$15,000 to $19,999",5.43%,"17,126"
2010,South Dakota,"$20,000 to $24,999",6.41%,"20,211"
2010,South Dakota,"$25,000 to $29,999",6.10%,"19,232"
2010,South Dakota,"$30,000 to $34,999",6.45%,"20,350"
2010,South Dakota,"$35,000 to $39,999",5.41%,"17,080"
2010,South Dakota,"$40,000 to $44,999",5.25%,"16,549"
2010,South Dakota,"$45,000 to $49,999",5.02%,"15,831"
2010,South Dakota,"$50,000 to $59,999",9.25%,"29,176"
2010,South Dakota,"$60,000 to $74,999",11.53%,"36,364"
2010,South Dakota,"$75,000 to $99,999",12.36%,"38,977"
2010,South Dakota,"$100,000 to $124,999",6.16%,"19,421"
2010,South Dakota,"$125,000 to $149,999",2.62%,"8,253"
2010,South Dakota,"$150,000 to $199,999",2.17%,"6,834"
2010,South Dakota,"$200,000 or more",2.29%,"7,218"
2010,South Dakota,"Less than $10,000",7.48%,"23,602"
2010,Tennessee,"$10,000 to $14,999",6.79%,"165,808"
2010,Tennessee,"$15,000 to $19,999",6.47%,"158,162"
2010,Tennessee,"$20,000 to $24,999",6.21%,"151,858"
2010,Tennessee,"$25,000 to $29,999",6.05%,"147,949"
2010,Tennessee,"$30,000 to $34,999",6.11%,"149,337"
2010,Tennessee,"$35,000 to $39,999",5.50%,"134,401"
2010,Tennessee,"$40,000 to $44,999",5.26%,"128,639"
2010,Tennessee,"$45,000 to $49,999",4.68%,"114,391"
2010,Tennessee,"$50,000 to $59,999",8.48%,"207,326"
2010,Tennessee,"$60,000 to $74,999",10.05%,"245,624"
2010,Tennessee,"$75,000 to $99,999",10.71%,"261,744"
2010,Tennessee,"$100,000 to $124,999",5.85%,"142,927"
2010,Tennessee,"$125,000 to $149,999",3.01%,"73,579"
2010,Tennessee,"$150,000 to $199,999",2.74%,"66,875"
2010,Tennessee,"$200,000 or more",2.74%,"66,869"
2010,Tennessee,"Less than $10,000",9.33%,"227,986"
2010,Texas,"$10,000 to $14,999",5.66%,"483,281"
2010,Texas,"$15,000 to $19,999",5.65%,"482,329"
2010,Texas,"$20,000 to $24,999",5.78%,"493,409"
2010,Texas,"$25,000 to $29,999",5.58%,"476,116"
2010,Texas,"$30,000 to $34,999",5.56%,"474,919"
2010,Texas,"$35,000 to $39,999",5.04%,"429,954"
2010,Texas,"$40,000 to $44,999",4.99%,"425,906"
2010,Texas,"$45,000 to $49,999",4.32%,"368,806"
2010,Texas,"$50,000 to $59,999",8.22%,"702,335"
2010,Texas,"$60,000 to $74,999",9.88%,"843,465"
2010,Texas,"$75,000 to $99,999",11.70%,"999,489"
2010,Texas,"$100,000 to $124,999",7.48%,"638,325"
2010,Texas,"$125,000 to $149,999",4.25%,"363,203"
2010,Texas,"$150,000 to $199,999",4.14%,"353,324"
2010,Texas,"$200,000 or more",4.03%,"344,391"
2010,Texas,"Less than $10,000",7.73%,"659,954"
2010,Utah,"$10,000 to $14,999",4.02%,"34,503"
2010,Utah,"$15,000 to $19,999",4.24%,"36,427"
2010,Utah,"$20,000 to $24,999",4.66%,"40,066"
2010,Utah,"$25,000 to $29,999",4.86%,"41,733"
2010,Utah,"$30,000 to $34,999",5.22%,"44,879"
2010,Utah,"$35,000 to $39,999",5.22%,"44,831"
2010,Utah,"$40,000 to $44,999",5.44%,"46,763"
2010,Utah,"$45,000 to $49,999",4.96%,"42,623"
2010,Utah,"$50,000 to $59,999",9.87%,"84,841"
2010,Utah,"$60,000 to $74,999",12.27%,"105,431"
2010,Utah,"$75,000 to $99,999",14.39%,"123,648"
2010,Utah,"$100,000 to $124,999",8.60%,"73,898"
2010,Utah,"$125,000 to $149,999",4.64%,"39,897"
2010,Utah,"$150,000 to $199,999",3.69%,"31,718"
2010,Utah,"$200,000 or more",3.03%,"26,035"
2010,Utah,"Less than $10,000",4.87%,"41,865"
2010,Vermont,"$10,000 to $14,999",5.71%,"14,659"
2010,Vermont,"$15,000 to $19,999",5.31%,"13,626"
2010,Vermont,"$20,000 to $24,999",5.69%,"14,601"
2010,Vermont,"$25,000 to $29,999",5.08%,"13,029"
2010,Vermont,"$30,000 to $34,999",5.35%,"13,730"
2010,Vermont,"$35,000 to $39,999",5.08%,"13,030"
2010,Vermont,"$40,000 to $44,999",5.31%,"13,634"
2010,Vermont,"$45,000 to $49,999",4.59%,"11,780"
2010,Vermont,"$50,000 to $59,999",9.00%,"23,101"
2010,Vermont,"$60,000 to $74,999",11.80%,"30,281"
2010,Vermont,"$75,000 to $99,999",13.27%,"34,055"
2010,Vermont,"$100,000 to $124,999",7.45%,"19,107"
2010,Vermont,"$125,000 to $149,999",4.08%,"10,464"
2010,Vermont,"$150,000 to $199,999",3.44%,"8,833"
2010,Vermont,"$200,000 or more",2.78%,"7,137"
2010,Vermont,"Less than $10,000",6.06%,"15,545"
2010,Virginia,"$10,000 to $14,999",4.35%,"129,456"
2010,Virginia,"$15,000 to $19,999",4.24%,"126,141"
2010,Virginia,"$20,000 to $24,999",4.39%,"130,547"
2010,Virginia,"$25,000 to $29,999",4.25%,"126,464"
2010,Virginia,"$30,000 to $34,999",4.62%,"137,492"
2010,Virginia,"$35,000 to $39,999",4.42%,"131,347"
2010,Virginia,"$40,000 to $44,999",4.63%,"137,805"
2010,Virginia,"$45,000 to $49,999",4.16%,"123,791"
2010,Virginia,"$50,000 to $59,999",7.98%,"237,280"
2010,Virginia,"$60,000 to $74,999",10.33%,"307,364"
2010,Virginia,"$75,000 to $99,999",13.16%,"391,449"
2010,Virginia,"$100,000 to $124,999",9.09%,"270,297"
2010,Virginia,"$125,000 to $149,999",5.82%,"173,032"
2010,Virginia,"$150,000 to $199,999",6.40%,"190,367"
2010,Virginia,"$200,000 or more",6.31%,"187,713"
2010,Virginia,"Less than $10,000",5.85%,"173,936"
2010,Washington,"$10,000 to $14,999",4.37%,"112,647"
2010,Washington,"$15,000 to $19,999",4.49%,"115,819"
2010,Washington,"$20,000 to $24,999",4.75%,"122,460"
2010,Washington,"$25,000 to $29,999",4.74%,"122,164"
2010,Washington,"$30,000 to $34,999",5.04%,"129,985"
2010,Washington,"$35,000 to $39,999",4.80%,"123,744"
2010,Washington,"$40,000 to $44,999",4.86%,"125,292"
2010,Washington,"$45,000 to $49,999",4.37%,"112,705"
2010,Washington,"$50,000 to $59,999",8.47%,"218,292"
2010,Washington,"$60,000 to $74,999",10.99%,"283,232"
2010,Washington,"$75,000 to $99,999",13.79%,"355,408"
2010,Washington,"$100,000 to $124,999",9.04%,"232,951"
2010,Washington,"$125,000 to $149,999",5.16%,"133,104"
2010,Washington,"$150,000 to $199,999",4.83%,"124,443"
2010,Washington,"$200,000 or more",4.12%,"106,252"
2010,Washington,"Less than $10,000",6.16%,"158,877"
2010,West Virginia,"$10,000 to $14,999",8.09%,"59,911"
2010,West Virginia,"$15,000 to $19,999",7.73%,"57,250"
2010,West Virginia,"$20,000 to $24,999",7.20%,"53,349"
2010,West Virginia,"$25,000 to $29,999",6.57%,"48,647"
2010,West Virginia,"$30,000 to $34,999",6.18%,"45,821"
2010,West Virginia,"$35,000 to $39,999",5.38%,"39,892"
2010,West Virginia,"$40,000 to $44,999",5.33%,"39,489"
2010,West Virginia,"$45,000 to $49,999",4.64%,"34,361"
2010,West Virginia,"$50,000 to $59,999",8.16%,"60,479"
2010,West Virginia,"$60,000 to $74,999",9.42%,"69,821"
2010,West Virginia,"$75,000 to $99,999",10.11%,"74,866"
2010,West Virginia,"$100,000 to $124,999",5.10%,"37,774"
2010,West Virginia,"$125,000 to $149,999",2.32%,"17,168"
2010,West Virginia,"$150,000 to $199,999",1.71%,"12,679"
2010,West Virginia,"$200,000 or more",1.52%,"11,234"
2010,West Virginia,"Less than $10,000",10.55%,"78,133"
2010,Wisconsin,"$10,000 to $14,999",5.35%,"121,728"
2010,Wisconsin,"$15,000 to $19,999",5.39%,"122,496"
2010,Wisconsin,"$20,000 to $24,999",5.60%,"127,327"
2010,Wisconsin,"$25,000 to $29,999",5.44%,"123,741"
2010,Wisconsin,"$30,000 to $34,999",5.59%,"127,172"
2010,Wisconsin,"$35,000 to $39,999",5.19%,"117,962"
2010,Wisconsin,"$40,000 to $44,999",5.17%,"117,583"
2010,Wisconsin,"$45,000 to $49,999",4.68%,"106,339"
2010,Wisconsin,"$50,000 to $59,999",9.07%,"206,341"
2010,Wisconsin,"$60,000 to $74,999",11.52%,"262,059"
2010,Wisconsin,"$75,000 to $99,999",13.72%,"312,071"
2010,Wisconsin,"$100,000 to $124,999",7.78%,"177,032"
2010,Wisconsin,"$125,000 to $149,999",3.82%,"86,881"
2010,Wisconsin,"$150,000 to $199,999",3.08%,"70,049"
2010,Wisconsin,"$200,000 or more",2.59%,"58,966"
2010,Wisconsin,"Less than $10,000",6.02%,"136,864"
2010,Wyoming,"$10,000 to $14,999",4.65%,"10,113"
2010,Wyoming,"$15,000 to $19,999",4.81%,"10,477"
2010,Wyoming,"$20,000 to $24,999",5.44%,"11,850"
2010,Wyoming,"$25,000 to $29,999",5.46%,"11,875"
2010,Wyoming,"$30,000 to $34,999",5.52%,"12,027"
2010,Wyoming,"$35,000 to $39,999",5.12%,"11,139"
2010,Wyoming,"$40,000 to $44,999",5.08%,"11,061"
2010,Wyoming,"$45,000 to $49,999",4.81%,"10,477"
2010,Wyoming,"$50,000 to $59,999",8.84%,"19,249"
2010,Wyoming,"$60,000 to $74,999",11.50%,"25,030"
2010,Wyoming,"$75,000 to $99,999",14.05%,"30,595"
2010,Wyoming,"$100,000 to $124,999",8.65%,"18,823"
2010,Wyoming,"$125,000 to $149,999",4.30%,"9,367"
2010,Wyoming,"$150,000 to $199,999",3.74%,"8,145"
2010,Wyoming,"$200,000 or more",2.58%,"5,610"
2010,Wyoming,"Less than $10,000",5.44%,"11,850"
2011,Alabama,"$10,000 to $14,999",7.12%,"130,356"
2011,Alabama,"$15,000 to $19,999",6.71%,"122,799"
2011,Alabama,"$20,000 to $24,999",6.48%,"118,631"
2011,Alabama,"$25,000 to $29,999",5.87%,"107,575"
2011,Alabama,"$30,000 to $34,999",5.70%,"104,339"
2011,Alabama,"$35,000 to $39,999",5.14%,"94,191"
2011,Alabama,"$40,000 to $44,999",5.13%,"93,856"
2011,Alabama,"$45,000 to $49,999",4.28%,"78,453"
2011,Alabama,"$50,000 to $59,999",8.07%,"147,817"
2011,Alabama,"$60,000 to $74,999",9.55%,"174,819"
2011,Alabama,"$75,000 to $99,999",10.76%,"197,078"
2011,Alabama,"$100,000 to $124,999",6.41%,"117,428"
2011,Alabama,"$125,000 to $149,999",3.47%,"63,460"
2011,Alabama,"$150,000 to $199,999",3.00%,"55,011"
2011,Alabama,"$200,000 or more",2.47%,"45,263"
2011,Alabama,"Less than $10,000",9.84%,"180,193"
2011,Alaska,"$10,000 to $14,999",3.64%,"9,211"
2011,Alaska,"$15,000 to $19,999",3.50%,"8,863"
2011,Alaska,"$20,000 to $24,999",3.75%,"9,487"
2011,Alaska,"$25,000 to $29,999",4.08%,"10,329"
2011,Alaska,"$30,000 to $34,999",4.24%,"10,729"
2011,Alaska,"$35,000 to $39,999",3.86%,"9,751"
2011,Alaska,"$40,000 to $44,999",4.33%,"10,944"
2011,Alaska,"$45,000 to $49,999",3.80%,"9,603"
2011,Alaska,"$50,000 to $59,999",8.17%,"20,656"
2011,Alaska,"$60,000 to $74,999",10.94%,"27,670"
2011,Alaska,"$75,000 to $99,999",15.31%,"38,715"
2011,Alaska,"$100,000 to $124,999",11.32%,"28,629"
2011,Alaska,"$125,000 to $149,999",7.30%,"18,461"
2011,Alaska,"$150,000 to $199,999",7.09%,"17,929"
2011,Alaska,"$200,000 or more",4.88%,"12,338"
2011,Alaska,"Less than $10,000",3.80%,"9,605"
2011,Arizona,"$10,000 to $14,999",5.13%,"120,212"
2011,Arizona,"$15,000 to $19,999",5.22%,"122,429"
2011,Arizona,"$20,000 to $24,999",5.54%,"129,967"
2011,Arizona,"$25,000 to $29,999",5.59%,"131,150"
2011,Arizona,"$30,000 to $34,999",5.58%,"130,758"
2011,Arizona,"$35,000 to $39,999",5.27%,"123,535"
2011,Arizona,"$40,000 to $44,999",5.28%,"123,753"
2011,Arizona,"$45,000 to $49,999",4.52%,"105,895"
2011,Arizona,"$50,000 to $59,999",8.46%,"198,313"
2011,Arizona,"$60,000 to $74,999",10.55%,"247,311"
2011,Arizona,"$75,000 to $99,999",12.33%,"289,003"
2011,Arizona,"$100,000 to $124,999",7.63%,"178,804"
2011,Arizona,"$125,000 to $149,999",4.38%,"102,626"
2011,Arizona,"$150,000 to $199,999",3.88%,"90,934"
2011,Arizona,"$200,000 or more",3.50%,"81,989"
2011,Arizona,"Less than $10,000",7.15%,"167,536"
2011,Arkansas,"$10,000 to $14,999",7.79%,"87,311"
2011,Arkansas,"$15,000 to $19,999",7.16%,"80,301"
2011,Arkansas,"$20,000 to $24,999",6.91%,"77,519"
2011,Arkansas,"$25,000 to $29,999",6.58%,"73,821"
2011,Arkansas,"$30,000 to $34,999",6.14%,"68,818"
2011,Arkansas,"$35,000 to $39,999",5.70%,"63,871"
2011,Arkansas,"$40,000 to $44,999",5.27%,"59,096"
2011,Arkansas,"$45,000 to $49,999",4.61%,"51,728"
2011,Arkansas,"$50,000 to $59,999",8.37%,"93,876"
2011,Arkansas,"$60,000 to $74,999",9.28%,"104,027"
2011,Arkansas,"$75,000 to $99,999",9.91%,"111,126"
2011,Arkansas,"$100,000 to $124,999",5.44%,"60,959"
2011,Arkansas,"$125,000 to $149,999",2.85%,"31,906"
2011,Arkansas,"$150,000 to $199,999",2.48%,"27,764"
2011,Arkansas,"$200,000 or more",1.97%,"22,080"
2011,Arkansas,"Less than $10,000",9.56%,"107,183"
2011,California,"$10,000 to $14,999",5.12%,"636,825"
2011,California,"$15,000 to $19,999",4.65%,"577,589"
2011,California,"$20,000 to $24,999",4.73%,"587,847"
2011,California,"$25,000 to $29,999",4.55%,"566,198"
2011,California,"$30,000 to $34,999",4.53%,"563,745"
2011,California,"$35,000 to $39,999",4.29%,"533,865"
2011,California,"$40,000 to $44,999",4.28%,"532,267"
2011,California,"$45,000 to $49,999",3.83%,"476,409"
2011,California,"$50,000 to $59,999",7.56%,"939,540"
2011,California,"$60,000 to $74,999",9.78%,"1,215,885"
2011,California,"$75,000 to $99,999",12.62%,"1,568,927"
2011,California,"$100,000 to $124,999",9.16%,"1,138,924"
2011,California,"$125,000 to $149,999",6.00%,"745,690"
2011,California,"$150,000 to $199,999",6.68%,"830,245"
2011,California,"$200,000 or more",6.90%,"858,492"
2011,California,"Less than $10,000",5.31%,"660,724"
2011,Colorado,"$10,000 to $14,999",4.53%,"88,005"
2011,Colorado,"$15,000 to $19,999",4.56%,"88,479"
2011,Colorado,"$20,000 to $24,999",4.76%,"92,480"
2011,Colorado,"$25,000 to $29,999",4.77%,"92,612"
2011,Colorado,"$30,000 to $34,999",4.83%,"93,774"
2011,Colorado,"$35,000 to $39,999",4.68%,"90,817"
2011,Colorado,"$40,000 to $44,999",4.77%,"92,691"
2011,Colorado,"$45,000 to $49,999",4.14%,"80,300"
2011,Colorado,"$50,000 to $59,999",8.27%,"160,585"
2011,Colorado,"$60,000 to $74,999",10.63%,"206,357"
2011,Colorado,"$75,000 to $99,999",13.15%,"255,198"
2011,Colorado,"$100,000 to $124,999",8.85%,"171,845"
2011,Colorado,"$125,000 to $149,999",5.46%,"105,900"
2011,Colorado,"$150,000 to $199,999",5.46%,"105,908"
2011,Colorado,"$200,000 or more",4.84%,"94,021"
2011,Colorado,"Less than $10,000",6.30%,"122,221"
2011,Connecticut,"$10,000 to $14,999",4.01%,"54,549"
2011,Connecticut,"$15,000 to $19,999",4.18%,"56,856"
2011,Connecticut,"$20,000 to $24,999",4.00%,"54,471"
2011,Connecticut,"$25,000 to $29,999",3.93%,"53,472"
2011,Connecticut,"$30,000 to $34,999",3.86%,"52,512"
2011,Connecticut,"$35,000 to $39,999",3.71%,"50,477"
2011,Connecticut,"$40,000 to $44,999",3.99%,"54,322"
2011,Connecticut,"$45,000 to $49,999",3.47%,"47,141"
2011,Connecticut,"$50,000 to $59,999",7.30%,"99,290"
2011,Connecticut,"$60,000 to $74,999",9.71%,"132,031"
2011,Connecticut,"$75,000 to $99,999",13.64%,"185,459"
2011,Connecticut,"$100,000 to $124,999",10.01%,"136,121"
2011,Connecticut,"$125,000 to $149,999",6.81%,"92,590"
2011,Connecticut,"$150,000 to $199,999",7.36%,"100,144"
2011,Connecticut,"$200,000 or more",8.65%,"117,665"
2011,Connecticut,"Less than $10,000",5.37%,"73,015"
2011,Delaware,"$10,000 to $14,999",4.17%,"13,868"
2011,Delaware,"$15,000 to $19,999",4.44%,"14,781"
2011,Delaware,"$20,000 to $24,999",4.63%,"15,403"
2011,Delaware,"$25,000 to $29,999",4.71%,"15,678"
2011,Delaware,"$30,000 to $34,999",4.98%,"16,581"
2011,Delaware,"$35,000 to $39,999",4.50%,"14,980"
2011,Delaware,"$40,000 to $44,999",4.84%,"16,119"
2011,Delaware,"$45,000 to $49,999",4.16%,"13,840"
2011,Delaware,"$50,000 to $59,999",8.61%,"28,672"
2011,Delaware,"$60,000 to $74,999",10.74%,"35,732"
2011,Delaware,"$75,000 to $99,999",13.77%,"45,838"
2011,Delaware,"$100,000 to $124,999",9.58%,"31,900"
2011,Delaware,"$125,000 to $149,999",5.52%,"18,389"
2011,Delaware,"$150,000 to $199,999",5.50%,"18,299"
2011,Delaware,"$200,000 or more",4.38%,"14,576"
2011,Delaware,"Less than $10,000",5.46%,"18,181"
2011,District of Columbia,"$10,000 to $14,999",4.74%,"12,333"
2011,District of Columbia,"$15,000 to $19,999",3.93%,"10,217"
2011,District of Columbia,"$20,000 to $24,999",3.81%,"9,920"
2011,District of Columbia,"$25,000 to $29,999",3.78%,"9,841"
2011,District of Columbia,"$30,000 to $34,999",3.82%,"9,938"
2011,District of Columbia,"$35,000 to $39,999",3.78%,"9,829"
2011,District of Columbia,"$40,000 to $44,999",4.16%,"10,834"
2011,District of Columbia,"$45,000 to $49,999",3.41%,"8,873"
2011,District of Columbia,"$50,000 to $59,999",6.84%,"17,781"
2011,District of Columbia,"$60,000 to $74,999",8.23%,"21,415"
2011,District of Columbia,"$75,000 to $99,999",11.29%,"29,376"
2011,District of Columbia,"$100,000 to $124,999",8.13%,"21,145"
2011,District of Columbia,"$125,000 to $149,999",5.57%,"14,492"
2011,District of Columbia,"$150,000 to $199,999",7.48%,"19,450"
2011,District of Columbia,"$200,000 or more",10.51%,"27,336"
2011,District of Columbia,"Less than $10,000",10.52%,"27,356"
2011,Florida,"$10,000 to $14,999",5.68%,"405,372"
2011,Florida,"$15,000 to $19,999",5.82%,"415,230"
2011,Florida,"$20,000 to $24,999",5.96%,"425,249"
2011,Florida,"$25,000 to $29,999",5.94%,"423,774"
2011,Florida,"$30,000 to $34,999",5.82%,"415,699"
2011,Florida,"$35,000 to $39,999",5.48%,"391,545"
2011,Florida,"$40,000 to $44,999",5.29%,"377,860"
2011,Florida,"$45,000 to $49,999",4.55%,"324,780"
2011,Florida,"$50,000 to $59,999",8.53%,"609,139"
2011,Florida,"$60,000 to $74,999",10.19%,"727,371"
2011,Florida,"$75,000 to $99,999",11.45%,"817,308"
2011,Florida,"$100,000 to $124,999",6.86%,"490,081"
2011,Florida,"$125,000 to $149,999",3.79%,"270,838"
2011,Florida,"$150,000 to $199,999",3.63%,"259,488"
2011,Florida,"$200,000 or more",3.69%,"263,690"
2011,Florida,"Less than $10,000",7.32%,"522,672"
2011,Georgia,"$10,000 to $14,999",5.71%,"199,317"
2011,Georgia,"$15,000 to $19,999",5.53%,"193,170"
2011,Georgia,"$20,000 to $24,999",5.51%,"192,281"
2011,Georgia,"$25,000 to $29,999",5.35%,"186,824"
2011,Georgia,"$30,000 to $34,999",5.53%,"193,158"
2011,Georgia,"$35,000 to $39,999",4.95%,"172,930"
2011,Georgia,"$40,000 to $44,999",4.99%,"174,284"
2011,Georgia,"$45,000 to $49,999",4.26%,"148,836"
2011,Georgia,"$50,000 to $59,999",8.24%,"287,623"
2011,Georgia,"$60,000 to $74,999",10.28%,"358,774"
2011,Georgia,"$75,000 to $99,999",11.75%,"410,336"
2011,Georgia,"$100,000 to $124,999",7.39%,"257,874"
2011,Georgia,"$125,000 to $149,999",4.21%,"146,883"
2011,Georgia,"$150,000 to $199,999",4.10%,"143,147"
2011,Georgia,"$200,000 or more",3.82%,"133,397"
2011,Georgia,"Less than $10,000",8.36%,"291,920"
2011,Hawaii,"$10,000 to $14,999",3.61%,"16,090"
2011,Hawaii,"$15,000 to $19,999",3.42%,"15,217"
2011,Hawaii,"$20,000 to $24,999",3.82%,"17,018"
2011,Hawaii,"$25,000 to $29,999",3.99%,"17,775"
2011,Hawaii,"$30,000 to $34,999",4.06%,"18,070"
2011,Hawaii,"$35,000 to $39,999",3.94%,"17,561"
2011,Hawaii,"$40,000 to $44,999",4.41%,"19,668"
2011,Hawaii,"$45,000 to $49,999",3.79%,"16,878"
2011,Hawaii,"$50,000 to $59,999",7.86%,"35,029"
2011,Hawaii,"$60,000 to $74,999",10.65%,"47,427"
2011,Hawaii,"$75,000 to $99,999",14.92%,"66,455"
2011,Hawaii,"$100,000 to $124,999",10.77%,"47,999"
2011,Hawaii,"$125,000 to $149,999",6.93%,"30,859"
2011,Hawaii,"$150,000 to $199,999",6.67%,"29,695"
2011,Hawaii,"$200,000 or more",5.49%,"24,466"
2011,Hawaii,"Less than $10,000",5.68%,"25,306"
2011,Idaho,"$10,000 to $14,999",5.85%,"33,657"
2011,Idaho,"$15,000 to $19,999",5.87%,"33,758"
2011,Idaho,"$20,000 to $24,999",5.93%,"34,111"
2011,Idaho,"$25,000 to $29,999",6.56%,"37,757"
2011,Idaho,"$30,000 to $34,999",6.24%,"35,931"
2011,Idaho,"$35,000 to $39,999",5.57%,"32,038"
2011,Idaho,"$40,000 to $44,999",5.56%,"32,016"
2011,Idaho,"$45,000 to $49,999",4.78%,"27,491"
2011,Idaho,"$50,000 to $59,999",9.68%,"55,719"
2011,Idaho,"$60,000 to $74,999",11.07%,"63,699"
2011,Idaho,"$75,000 to $99,999",11.98%,"68,945"
2011,Idaho,"$100,000 to $124,999",6.41%,"36,866"
2011,Idaho,"$125,000 to $149,999",3.27%,"18,817"
2011,Idaho,"$150,000 to $199,999",2.58%,"14,861"
2011,Idaho,"$200,000 or more",2.21%,"12,710"
2011,Idaho,"Less than $10,000",6.45%,"37,121"
